name,population,needs_permit,x,y,z,id,edsm_id,primary_economy
Alino,6268245,0,-0.40625,-33.15625,87.71875,715,6485,Industrial
Alint Hozho,11985010,0,36.3125,-129.625,134.0625,716,8052,Industrial
Alintun,398434263,0,-78.9375,110.8125,-36.0625,717,8901,Agriculture
Alioth,14900167328,1,-33.65625,72.46875,-20.65625,718,8218,High Tech
Alit,4787099123,0,39.84375,-78.5625,-35.96875,719,7959,Agriculture
Alkabalavs,11141369,0,104.46875,-117.53125,-47,720,12875,Industrial
Alkaid,8470496826,0,-42.71875,94.46875,-7.34375,722,6626,Extraction
Alkh,13051656,0,17.125,76.90625,-61.3125,724,6616,Industrial
Alkondra,4562450,0,0.03125,17.5625,-144.53125,726,15834,Industrial
Alkondul,1610521,0,-79.15625,58.15625,-144.6875,728,13619,Industrial
Alkundan,1786464,0,-52.125,41.78125,122.5,729,14275,Extraction
Alkuylkanam,8667628084,0,-58.59375,82.625,65.84375,732,6335,Agriculture
Alkuylkano,4264143,0,144.4375,7.15625,18.875,733,336,Extraction
Allo,7944175,0,-166.40625,-23.875,-38.375,738,4306,Extraction
Allobog,602453,0,-92.9375,-38.0625,121.03125,740,927,Military
Allocadros,2440247,0,44.78125,11.59375,69.875,741,2952,Industrial
Allowa,7940952,0,-67.125,21.21875,80.40625,745,7222,Industrial
Allowair,3092671,0,-80.75,-3.5,55.5625,746,7066,Extraction
Almad,10914548,0,97.875,-116.75,-31.96875,748,6692,High Tech
Almagest,423224,0,-274.65625,-10.8125,-271.34375,24460,29538,Agriculture
Almas,2352584271,0,30.84375,-117.65625,79.6875,751,19459,Agriculture
Almudjara,24131230,0,40.15625,-194.90625,-6.96875,754,7848,Industrial
Alourovices,14609522,0,172.53125,-184.125,87.03125,760,8919,Industrial
Alpha Caeli,16796590215,0,45.21875,-43.34375,-20.125,763,743,Agriculture
Alpha Fornacis,5043700924,0,16.9375,-39.625,-17.3125,766,12445,Agriculture
Alpha Tucanae,6898688441,0,65.875,-149.5,114.90625,769,954,Agriculture
Alpha Volantis,178091,0,118.59375,-28.28125,27.1875,770,5404,Extraction
Alrai,12801179,0,-38.71875,12.3125,-21.625,773,10746,High Tech
Altair,14696030,0,-12.3125,-2.75,11,776,8228,Industrial
Altais,229171,0,-88.625,38.09375,-13.65625,777,13316,Agriculture
Altani,9221322,0,114.125,-115.71875,-62.03125,778,17318,Industrial
Altauluwa,22773676,0,160.25,-77.09375,76.84375,779,17645,Industrial
Aluriates,5270284929,0,144.59375,-176.1875,50.71875,781,4419,Industrial
Alya,4908780,0,-77.28125,-57.4375,30.53125,784,10492,Industrial
Alyuta,2872694,0,5.625,-171.21875,-28.84375,785,8331,Terraforming
Amahinohara,1758547,0,83.15625,-9.96875,-141,789,15687,Extraction
Amahu,3019918017,0,-30.40625,39.4375,77.3125,790,2300,Agriculture
Amahuaca,3657926,0,-16.875,-181.84375,66.78125,791,15569,Industrial
Amahumasi,4803305,0,155.375,-40.59375,66.0625,792,4657,Terraforming
Amaitsa,4909790,0,-78.71875,-65.15625,85.625,796,14399,Industrial
Amanaye,6893003,0,-107.125,-121.125,-21.75,800,7079,Industrial
Amang Tzu,3917917,0,-58.15625,119,20.71875,803,10268,Industrial
Amantai,5249702,0,-93.1875,19.84375,-119.40625,805,19013,Industrial
Amaragua,9710643,0,-93.8125,-20.34375,-81.75,806,3022,Industrial
Amarak,10281608,0,-68.4375,26,26.46875,807,9782,High Tech
Amariba,7136681,0,-123.25,43.1875,80.5625,810,20010,Industrial
Amaterasu,283914,0,51.21875,-15.28125,-14.5,813,12771,Military
Amatyerus,166528,0,-93.375,-123.875,-77.28125,814,13650,Terraforming
Amauci,7314545,0,67.9375,-129.03125,-91.6875,816,835,Industrial
Amber,301089,0,-36.1875,77.3125,-32.53125,819,5516,Refinery
Ambibarii,7071537,0,-124.46875,-105.09375,-22.09375,822,1769,Terraforming
Ambibio,25182895,0,128.875,91.75,7.65625,825,15916,Industrial
Ambika,4042241,0,90.75,140.25,69.375,826,1480,Industrial
Ambikul,15210919,0,-59.90625,-60.75,-94.9375,827,333,Industrial
Ambiliates,15436217,0,97.03125,-97.5,81.96875,828,4730,Industrial
Ambo,2619444134,0,134.5,-116.5625,48.40625,833,18961,Agriculture
Amemakarna,2251483,0,-24.125,55.75,-142.0625,835,10950,Industrial
Amementi,2524347,0,62.96875,27.6875,107.15625,837,14105,Industrial
Amenniya,14809676,0,-50.25,-43.75,-72.09375,844,8155,Industrial
Amenta,17258832113,0,140.09375,-107.0625,22.375,846,16552,Agriculture
Amente,27844746,0,64.1875,-62.8125,76.90625,847,8764,Industrial
Amicus,130754,0,-51.1875,165.0625,-16.75,849,13282,Terraforming
Amitabha,3048441,0,124.09375,14.25,-146.15625,855,8937,Terraforming
Amitrimpanu,1941565,0,19.9375,-111.1875,-91.625,858,4602,Industrial
Amitrite,206843,0,99.875,-110.34375,-6.25,859,18453,Military
Ammapa,2287507703,0,-115.25,58.125,-43.28125,861,15462,Agriculture
Ammatis,1276694698,0,16.1875,22.28125,108.375,865,3946,Agriculture
Amo,204127,0,3.65625,-80.8125,42.875,866,3281,Refinery
Amphisatsu,91867589,0,67.375,-72.3125,21.78125,868,10876,High Tech
Amsitia,6091319418,0,19.4375,-170.53125,-0.28125,869,6987,Agriculture
Amun,44364990,0,51.5625,32.1875,-27.125,870,12879,Industrial
Amuza,1597071981,0,71.1875,-88.1875,96.125,871,14586,Agriculture
Amuzgo,7763144,0,146.40625,-4.9375,-16.28125,872,15077,Industrial
Amy-Charlotte,232063,0,-41.03125,41.96875,-99.0625,873,12372,Agriculture
Anagori,5003751,0,30.65625,-14.90625,173.46875,874,16950,Industrial
Anagorovici,148507,0,13.3125,-15.78125,170.03125,875,10920,Terraforming
Anagototo,482874036,0,58.125,-18.8125,-42.3125,876,18939,Agriculture
Anahit,50019892,0,75.34375,-138.9375,33.4375,877,15286,Extraction
Ananda,4661176,0,88.65625,-99.53125,156.46875,882,15656,Industrial
Anandini,14865630,0,-129.25,-24.8125,12.9375,885,1718,Industrial
Ananke,23893260,0,4.40625,7.15625,57.5625,887,5202,Industrial
Anari,2729948,0,81.875,-56.5,105.65625,894,8339,Industrial
Anaruwa,1843531,0,55.90625,31.8125,88.34375,898,12086,Extraction
Anaye,20034020,0,123.9375,-167.4375,48.65625,903,4927,Industrial
Anayicates,2738792121,0,113.03125,-90.5,50.8125,904,6041,Agriculture
Anayol,577980,0,-30.84375,103.75,-7.125,905,5347,Colony
Anca,409926,0,-14.71875,-138,-57.375,906,11493,Extraction
Ancalufon,746486870,0,106.875,43.09375,72,907,16139,Agriculture
Ancanec,5152160,0,12.78125,-58.5,-97,908,12085,Industrial
Ancate,12593403403,0,7.8125,-155.6875,43.1875,909,4932,Agriculture
Ancento,4302130,0,-104.875,-73.96875,50.71875,910,17147,Industrial
Ancermoten,3684339,0,-73.9375,-72.21875,-129.75,911,8437,Industrial
Andancan,12620,0,-75,43,-63,914,8693,Extraction
Andarici,5492632,0,140.125,-94.625,46.5,915,15005,Extraction
Andavandul,2158874970,0,90.6875,6.1875,-83.09375,916,11535,Agriculture
Andceeth,300034638,0,70.78125,-19.78125,-8.28125,918,11924,Extraction
Ande,46176946,0,109.40625,-140.4375,-26.90625,919,14013,Industrial
Andecavi,110709,0,39.84375,42.15625,-125.34375,920,4646,Refinery
Andel,13242949,0,75.21875,18.84375,-48.34375,921,15194,High Tech
Andere,2083035230,0,-63.21875,57.625,-16,923,19884,Agriculture
Andhantja,3005165,0,-139.75,-34.8125,123.8125,925,8161,Extraction
Andharas,1829851,0,149.40625,22.25,-44.53125,926,19829,Industrial
Andhi,17954321,0,43.84375,-93.5,-55.15625,929,11945,Industrial
Andhrimi,48597994,0,10.375,-54.40625,18.6875,930,922,High Tech
Andjeri,26473088,0,-100.09375,27.1875,-54.4375,934,17553,Industrial
Andlit,5099739,0,-99.15625,14.1875,6.53125,935,19721,High Tech
Andonnus,16167708,0,165.875,-69.15625,54.46875,937,2020,High Tech
Andowa,2241794,0,146.25,68.5625,18.40625,939,12102,Extraction
Andowatye,26918683,0,1.84375,-10.09375,94.1875,941,1477,Industrial
Andriani,23906553,0,161.90625,-158.84375,114.59375,946,4428,Industrial
Andrungarri,11463812,0,-70.75,-10.03125,139.5,947,9531,Industrial
Andvaris,2009663,0,-41.5625,42.1875,117,949,14718,Industrial
Ane,2214442,0,126.5625,-168.34375,-44.8125,952,17894,Industrial
Anedjet,13579190,0,-102.625,98,-2.84375,953,12255,Industrial
Anedjete,9150409,0,-50.03125,-105.5625,41.875,954,15312,Industrial
Anek Wang,4307920515,0,77.34375,78.21875,49.71875,955,8855,Agriculture
Anekaliti,2316834,0,18.25,-39.09375,36.9375,957,2629,Industrial
Anezgan,2158843478,0,-88.59375,10.40625,-71.28125,963,5536,Agriculture
Angakutasa,2469114,0,-90.9375,-87.8125,-100.15625,964,11875,Terraforming
Angalkuq,1979877,0,-121.8125,104.46875,-64.375,965,6148,Industrial
Angardh,12663706,0,178.90625,-165.90625,64.375,970,15260,Industrial
Angrboldoga,5570601,0,-118.5,87.53125,8.65625,984,13189,Industrial
Angui,7161576,0,28.34375,60.59375,-149.4375,989,16422,Industrial
Angurongo,9486710,0,72.6875,-159.375,31.28125,990,12841,High Tech
Anhualm,6914944,0,94.5625,-182.03125,67.5625,991,16303,Industrial
Anhurs,10844637,0,114.8125,-178.78125,73.0625,993,1631,Industrial
Anima,2886847,0,57.65625,-61.1875,-36.53125,994,8038,Industrial
Anindari,242357,0,18.09375,42.53125,72,995,14012,Terraforming
Aninohini,5365892,0,-119.625,10.375,-32.375,999,8816,Industrial
Anja,43513670,0,57.09375,-176.75,-61.9375,1000,15189,Industrial
Ankata,228768,0,156.09375,-3.1875,25.25,1004,2363,Terraforming
Ankou,3405533,0,95.1875,-90.5,14.65625,1006,1696,Refinery
Anlave,5120288512,0,-25.375,1.125,-20.84375,1007,4133,High Tech
Anna Perenna,233720,0,29.53125,29.34375,-42,1010,18084,Refinery
Annarthia,263081,0,41.5,-252.25,37.625,1013,2211,Terraforming
Annwn,25000,0,75.0625,-135.46875,19.84375,1014,8531,Extraction
Anociti,2935496,0,26.96875,-39.03125,116.5,1015,3331,Industrial
Anotchadiae,6418681,0,72.4375,69.5625,58.40625,1017,16008,Industrial
Anouphis,6316294197,0,-97.53125,1.5,46.875,1026,2868,Agriculture
Antal,14826668,0,-142.5,-91.375,-66.03125,1030,10528,High Tech
Antanoai,4900423,0,29.78125,-241.90625,56.1875,1034,19464,Industrial
Antanyamai,1024303987,0,-103.875,0.1875,83.1875,1035,14863,Agriculture
Anteradabal,1198159,0,58.65625,119.8125,-118.09375,1036,11558,Industrial
Antevorta,2941142,0,43.1875,39.3125,1.53125,1037,14070,Industrial
Anticulosk,2752443,0,-22.15625,-63.40625,95.8125,1039,3490,Industrial
Antilope,5314762780,0,-89.53125,-27.625,20.8125,1041,1805,Agriculture
Antinica,186155,0,64.5,62.3125,-12.625,1042,757,Terraforming
Antobri,1382820492,0,-57.59375,23.46875,-74.75,1046,12224,Agriculture
Antove Den,2290494,0,55.1875,-73.625,-48.34375,1047,3741,Industrial
Anu,2238654,0,-64.65625,-19.09375,-19.625,1049,18088,Industrial
Anukas,16511025,0,148.4375,50.15625,-7.375,1052,1316,Industrial
Anum,9821218,0,143,-90.9375,-18.8125,1055,13684,High Tech
Anumalan,5730341,0,-75.8125,-68.59375,-10.46875,1057,14237,Industrial
Anumclaw,4405827,0,89,-39.5625,-72.21875,1059,13025,Industrial
Anurinjung,4534720287,0,-3.875,-132.3125,60.09375,1060,19877,Agriculture
Anuron,12958159,0,-42.1875,-127.21875,124.65625,1061,2886,Industrial
Any Kutjara,13834013,0,13.46875,-7.1875,143.0625,1062,12843,Industrial
Any Na,631208592,0,125.65625,-1.71875,14.09375,1064,16527,Tourism
Ao,23696364,0,19.75,28.125,43.59375,1070,5952,Industrial
Ao Ch'an,2458810872,0,86.21875,-124.4375,106.125,1071,9996,Agriculture
Ao Guang,83924,0,0.625,40.03125,-21.34375,1072,4382,Military
Ao Kang,2234693565,0,32.375,18.28125,-68.78125,1075,9404,Agriculture
Ao Kax,10188370,0,141.46875,-21,-64.0625,1076,4939,Industrial
Ao Kond,2807037,0,60.96875,3.9375,116.40625,1080,18881,Industrial
Ao Qin,20864504,0,-62.90625,46.78125,1.53125,1083,19204,High Tech
Ao Run,248682,0,-52.625,-56.28125,15.78125,1084,15849,Refinery
Ao Shun,13347348,0,-75.3125,22.59375,1.09375,1085,13764,Industrial
Aobriges,237788,0,138.625,-60.5625,36.21875,1087,2102,Military
Aobrogii,10183999,0,-67.6875,18.8125,89.34375,1090,17242,Industrial
Aonga,1217213792,0,-34.46875,9.53125,-90.875,1092,18451,Agriculture
Aongi,4376061,0,5.125,-32.4375,-64.8125,1094,18771,Industrial
Aonii,1909949542,0,-2.34375,-167.03125,11.75,1096,19528,Agriculture
Aonikenk,4170425593,0,-88.96875,-79.5625,-62.34375,1098,10479,Agriculture
Aornum,945888291,0,7.5625,-34.90625,31.625,1100,11560,Agriculture
Aowica,417637,0,116.84375,-55.84375,84.46875,1101,16397,Terraforming
Aowicha,7288176,0,-118.0625,46.125,-71.53125,1102,19234,Industrial
Aowindui,2240040,0,160.21875,-43.0625,-7.34375,1103,13933,Extraction
Apacnalis,12658624,0,134.09375,121.4375,21.75,1109,12337,Industrial
Apadecavi,7797550,0,-5.25,5.59375,-117.5625,1110,19086,High Tech
Apademak,5077477,0,-57.8125,-13.65625,-134.65625,1111,16338,Terraforming
Apala,17738436,0,-59.5625,31.65625,-23.3125,1113,14655,High Tech
Apalar,3729203,0,-28.3125,-77,56,1115,13110,High Tech
Apaline,2094533,0,2.59375,90.03125,-161.75,1116,17354,Extraction
Apalok,1073120,0,19.875,-101.96875,-79.59375,1117,19124,Industrial
Apam Napat,2601204,0,10.09375,-90.46875,-0.71875,1118,18629,High Tech
Aparctias,84279,0,25.1875,-56.375,22.90625,1119,1964,Colony
Apathaam,3506390,0,89.03125,-102.625,20.875,1120,1061,Industrial
Apaticultu,5360709,0,38.78125,-30.25,-83.65625,1121,12501,Industrial
Aphra,4936470,0,-68.53125,-4.375,60.3125,1123,6901,Industrial
Apik,14536551,0,-0.03125,-18.21875,83.0625,1126,7543,Industrial
Apikuna,2964757,0,20.625,-166.75,123.375,1127,8709,Industrial
Apinouphis,4676783,0,-102.0625,12.4375,-45.625,1130,15758,Industrial
Apishna,4085773,0,45.5625,-106.375,-22.09375,1134,11566,Extraction
Apisni,571170443,0,120.78125,-68.90625,48.4375,1136,18254,Agriculture
Apisulfr,3598748385,0,103.8125,-82.40625,82.21875,1138,5296,Agriculture
Apotenile,2486642,0,-22.25,-102.625,-77.875,1142,7275,Industrial
Apoya,1773130,0,4.90625,-107.125,-122.8125,1143,12919,Extraction
Apoyot,8820983886,0,58.875,-5.84375,102.09375,1145,8846,Agriculture
Apsarillici,9941674,0,-42.6875,-159.53125,-50.15625,1148,12203,Industrial
Apsarre,61225,0,42.71875,-128.71875,112.8125,1149,4891,Refinery
Apsu,155728,0,10.125,-91.84375,51.75,1150,18999,Colony
Aptet,2617775,0,-82.09375,26.375,59.28125,1153,18627,Industrial
Apteti,3286522,0,-127.59375,-91.71875,27.25,1154,3674,Terraforming
Apura,9758955987,0,41.8125,57.34375,5.40625,1155,17183,Agriculture
Apuri,3397292,0,-35.96875,-137.3125,60.40625,1157,17992,Industrial
Apurui,1222838918,0,96.21875,-75.3125,81.4375,1162,18086,Agriculture
Apuruk,7489608,0,81.84375,-114.5625,-50.3125,1163,7357,Industrial
Apurusia,8333441,0,8.46875,-172,-20.28125,1164,3785,Extraction
Arabakuala,1840643,0,98.9375,83.84375,110.15625,1169,12438,Industrial
Arabh,4721566429,0,-73.625,64.46875,11.96875,1175,19442,Agriculture
Arabrigur,5172586,0,-0.5,-149.15625,86.96875,1179,7263,Industrial
Aracenus,1044753701,0,111.3125,-65.875,68,1186,18138,Industrial
Arachi Szu,5216019,0,60.15625,-231.21875,5.625,1187,673,Industrial
Aracinicnii,2137870,0,70.96875,80.1875,-11.6875,1188,4914,Industrial
Arakapajo,50983448,0,144.34375,-73.375,-12.28125,1192,8566,High Tech
Arakwibut,3103721,0,-107.40625,-59.96875,102.15625,1196,2373,High Tech
Aramorans,2836449512,0,-115.84375,60.75,36.8125,1200,6449,Agriculture
Aramzahd,12042723,0,66.46875,-144.46875,29.875,1203,5633,Extraction
Aranadan,4727442,0,-1.1875,26.21875,159.5625,1204,1822,Terraforming
Aranbarahun,2051044702,0,78.96875,15.625,65.8125,1205,10473,Agriculture
Arangorii,4767215488,0,19.15625,-10.375,15.40625,1206,10687,Agriculture
Aranka,8316089,0,-49.40625,-44.34375,-62.90625,1207,11049,Industrial
Arany,2322625857,0,-49.21875,56.8125,83.34375,1210,8318,Agriculture
Arapahoma,4319389,0,-98.03125,-34.875,99.53125,1212,4553,Industrial
Arapi,2953380948,0,60.875,98.78125,46.15625,1215,7711,Agriculture
Arapipi,9449967,0,100.625,-192.4375,54.71875,1216,4777,Industrial
Arara,3192041,0,-97.34375,-41.625,-51.9375,1217,7571,Industrial
Arare,1438973,0,28.125,-40.5625,30.78125,1218,4384,Refinery
Ararex,2131226,0,113.21875,83.34375,-102.25,1219,12672,Industrial
Arasan,5465972,0,195.53125,-121.0625,84.53125,1220,670,Industrial
Aravaledi,1825863,0,-31.9375,44.65625,56.34375,1224,12150,Industrial
Aravuni,1523565,0,135.5625,31.6875,-69,1225,13864,Industrial
Arawere,11613224,0,-43.71875,-101.59375,24.90625,1230,704,Industrial
Arawotyan,30378279,0,27.90625,137.5,-37.03125,1233,14961,Terraforming
Arbuda,2524896,0,-34.09375,26.21875,-5.53125,14156,1687922,Agriculture
Arcturus,400023938,0,-3.53125,34.15625,12.96875,1236,12678,Extraction
Ardians,6576408,0,60.15625,-80.59375,137.84375,1241,15193,Industrial
Arecoya,180239,0,-4.75,-190.0625,-18.15625,1247,4707,Extraction
Arek,880443570,0,21.59375,61.6875,113.09375,1248,18075,Agriculture
Areklici,2790467,0,84.75,22.125,-68.53125,1249,5344,Industrial
Arevakimos,4107516860,0,29.4375,-64.96875,89.6875,1251,9422,Agriculture
Arevat,3626286,0,40.65625,-204.125,71.6875,1253,12519,Industrial
Arexack,6042899,0,44.96875,-80.53125,-7.21875,1254,18058,Agriculture
Arexe,5143953,0,69.375,38.90625,78.0625,1255,5582,High Tech
Argel,2315301,0,111.625,-71.40625,126.9375,1256,1656,Industrial
Argen,8817206,0,-23.375,-153.5625,31.84375,1257,7895,Terraforming
Argestes,2123457659,0,21.78125,-20.15625,-58.9375,1260,18051,Agriculture
Argetlamh,38528854,0,85.75,-170.6875,74.9375,1261,5419,Industrial
Ari He,1549524,0,-158.09375,72.15625,1.25,1263,3789,Industrial
Ari Hesa,7021119697,0,-116.9375,11.5625,46.0625,1264,3715,Agriculture
Ariameni,7803964,0,-42.03125,35.53125,-143.875,1265,12410,Industrial
Ariatia,4007190,0,-4.0625,-130.6875,-96.15625,1266,3581,Industrial
Arigens,5236509,0,1.75,-15.6875,69.25,1281,3771,Industrial
Arikara,6244530139,0,106.25,-156.5,43.90625,1282,19590,Agriculture
Ariku,2635235,0,104.6875,-74.40625,131.15625,1284,10629,Industrial
Arimavante,6407804,0,55.21875,-164.53125,95.84375,1286,773,Industrial
Arimil,4286643,0,-68.28125,-30.0625,-56.84375,1287,1138,Industrial
Arimpox,2118186970,0,-39.90625,109.5625,10.40625,1289,4668,Agriculture
Arinack,20054829,0,11.9375,-43.03125,-22.90625,1290,10140,Industrial
Arine,6760129,0,-143.6875,40.6875,-77.5,1293,15159,Industrial
Aritimi,680143358,0,-64.65625,31.0625,19.875,1296,8875,Agriculture
Arjung,23805656,0,15.53125,-100.1875,-87.28125,1297,3403,High Tech
Arm,15199968,0,-60.53125,-100.375,111.0625,1299,2687,Terraforming
Armod,1617496,0,146.875,23.375,12.0625,1301,7854,Industrial
Arnais,3910737064,0,40.03125,21.46875,-123.625,1304,3872,Agriculture
Arnaq,4203177,0,62.78125,-35.5,-75.5625,1305,3693,Industrial
Arne Naom,4587793,0,-83.78125,32.40625,13.90625,1308,13668,Industrial
Arouca,135083,0,104.96875,-6.53125,-4.40625,1313,1468,Refinery
Arque,111849,0,66.5,38.0625,61.125,1314,7551,Extraction
Arro Kop,6223247,0,100.3125,38.71875,94.0625,1315,10997,High Tech
Arro Na,3179392,0,117.46875,19.8125,-4.78125,1316,9268,High Tech
Arro Naga,37926470,0,49.375,6.1875,33.09375,1317,18001,Industrial
Artemis,1525606,0,14.28125,-63.1875,-24.875,1318,5780,Industrial
Arth,6533083,0,36.375,-15.40625,32.9375,1319,2955,High Tech
Arthaiyati,5492638,0,117.5,8.0625,104.03125,1321,8896,Industrial
Artii,219403,0,-81.40625,127.46875,-67.21875,1325,19184,Terraforming
Artume,2514122,0,-35.21875,-42.625,-49.65625,1326,24,High Tech
Artumes,217242,0,-10.875,61.5625,-40.9375,1327,16013,Refinery
Arug,195804,0,30.53125,-253.875,52.65625,1331,18154,Terraforming
Arugbal,4283468,0,-86.4375,-116.15625,-65.71875,1332,9708,Industrial
Arugbatz,3622058,0,-123.15625,118.65625,-63.1875,1333,15515,Extraction
Arugh,796223241,0,124.125,-123.65625,6.59375,1334,4430,Agriculture
Arugua,4235160,0,96.03125,-171.46875,36.25,1336,14286,Industrial
Arugundji,1237823514,0,38.78125,-120.125,-59.90625,1337,5689,Agriculture
Arunab,6665644,0,95.9375,-102.03125,110.3125,1339,12325,Terraforming
Aruntei,3688029,0,144.34375,-144,-63.90625,1343,12645,Extraction
Aruru,4750766,0,17.6875,-13.8125,-43.78125,1344,12745,Industrial
Arverda,20262527,0,-71.34375,-163.6875,7.71875,1345,10786,Terraforming
Arvetit,4139284,0,-14.96875,-109,-66.15625,1348,6652,Industrial
Aryak,10769198,0,21.84375,22.96875,55.75,1350,1172,Refinery
As Igala,3720158,0,161.5625,-185.0625,-21.53125,1353,3690,Industrial
Asase Ya,10832988873,0,96.03125,-126.3125,21.4375,1358,5732,Agriculture
Ascella,67051227,0,-10.625,-24.28125,84.125,1360,9053,Industrial
Asegezites,29209880,0,62.46875,-14.28125,46.65625,1364,18592,Industrial
Asellus Primus,64998,0,-23.9375,40.875,-1.34375,1365,14,Extraction
Asellus Tertius,238414,0,-79.0625,142.78125,-7.9375,1366,11763,Terraforming
Asetsa,10597737,0,-24.8125,96.25,37.46875,1368,2967,Industrial
Asetsi,1305963988,0,100.65625,35.46875,58.84375,1370,6420,Agriculture
Asgaa,12567572,0,-19.125,10.6875,87.34375,1378,7799,High Tech
Asgar,5839934,0,-79.0625,77.75,-42.84375,1373,4535,Industrial
Asgara,1396473,0,80.875,4.40625,77.625,1374,6075,Industrial
Asgarage,3188724122,0,15.15625,-10.46875,-23.0625,1375,8888,Agriculture
Asha,6937618,0,-65.78125,-25.5,139.5,1379,14867,Terraforming
Ashe,2712239,0,-92.21875,74.21875,116.09375,1381,41,Industrial
Ashtart,644277375,0,18.5,65.84375,3.28125,1383,5497,Agriculture
Asing Linga,127219625,0,-133.25,48.28125,33.09375,1387,4675,Terraforming
Asooraja,2818806,0,-41.09375,-101.71875,-90.78125,1391,18487,Industrial
Asoori,1225726,0,79.90625,93.40625,-17.15625,1393,12615,Industrial
Aspelintup,8220729,0,135.9375,-52.46875,-53.96875,1397,19179,Industrial
Asphodel,160305,0,48.03125,-117.53125,12.9375,1398,6603,Industrial
Assinda,336582,0,-70.3125,-118.90625,-112.125,1399,18391,Tourism
Asterope,1200000,0,-80.15625,-144.09375,-333.375,19988,23591,Military
Astrimui,233021,0,122.03125,-203.4375,134.53125,1405,956,Terraforming
Asturindjin,15619764,0,67.78125,-0.9375,148.375,1407,8844,High Tech
Asura,465564,0,-9550.28125,-916.65625,19816.1875,10918515,13729129,Service
Asurasairu,47095313,0,24.46875,-8.40625,89.46875,1408,9421,Industrial
Asurati,7817118686,0,116.65625,-92.1875,34.5625,1409,17571,Agriculture
